"206" "заг. біонеорган. та фізкол. хімії" "РН-метр" "150" "0308" "2001" "2001" "10" "19" "задов." "-"
"207" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "" "1193" "2000" "2000" "10" "20" "задов." "-"
"208" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "695" "695" "2000" "2000" "10" "20" "задов." "-"
"209" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "" "НІ98303" "2002" "2002" "10" "18" "задов." "-"
"209" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "" "НІ98303" "2002" "2002" "10" "18" "задов." "-"
"210" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "" "НІ98303" "2002" "2002" "10" "18" "задов." "-"
"211" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "" "НІ98303" "2002" "2002" "10" "18" "задов." "-"
"212" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "" "НІ98304" "2002" "2002" "10" "18" "задов." "-"
"213" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "" "НІ98304" "2002" "2002" "10" "18" "задов." "-"
"214" "заг. біонеорган. та фізкол. хімії" "кондуктометр" "" "НІ98303" "2002" "2002" "10" "18" "задов." "-"
"215" "заг. біонеорган. та фізкол. хімії" "вага електронна" "ЦС200" "121102" "2002" "2003" "10" "17" "задов." "-"
"217" "заг. біонеорган. та фізкол. хімії" "колориметр-нефеломет" "" "8310962" "1975" "1976" "10" "44" "незадов." "-"
"218" "заг. біонеорган. та фізкол. хімії" "колориметр-нефеломет" "" "б,н" "1976" "1976" "10" "44" "незадов." "-"
"219" "заг. біонеорган. та фізкол. хімії" "прес гідравлічний" "" "866" "1976" "1976" "10" "44" "задов." "-"
"220" "заг. біонеорган. та фізкол. хімії" "мікроскоп" "Біолам ЛОМО" "б,н" "1984" "1984" "10" "36" "задов." "-"
"220" "заг. біонеорган. та фізкол. хімії" "мікроскоп" "Біолам ЛОМО" "б,н" "1984" "1984" "10" "36" "задов." "-"
"221" "заг. біонеорган. та фізкол. хімії" "вага торзійна з рівн" "" "" "1984" "1984" "10" "36" "задов." "-"
"221" "заг. біонеорган. та фізкол. хімії" "вага торзійна з рівн" "" "" "1984" "1984" "10" "36" "задов." "-"
"222" "заг. біонеорган. та фізкол. хімії" "вага технічна з різн" "" "" "1984" "1984" "10" "36" "задов." "-"
"223" "заг. біонеорган. та фізкол. хімії" "вага торзійна" "" "" "1986" "1986" "10" "34" "задов." "-"
"224" "заг. біонеорган. та фізкол. хімії" "колориметр-нефеломет" "" "" "1986" "1986" "10" "34" "-" ""
"225" "заг. біонеорган. та фізкол. хімії" "вага технічна" "" "" "1986" "1986" "10" "34" "задов." "-"
"226" "заг. біонеорган. та фізкол. хімії" "акумулятор лаборат." "" "б,н" "1989" "1989" "10" "31" "задов." "-"
"227" "заг. біонеорган. та фізкол. хімії" "акумулятор лаборат." "" "б,н" "1989" "1989" "10" "31" "задов." "-"
"228" "заг. біонеорган. та фізкол. хімії" "гирі комплект" "" "б,н" "1990" "1991" "10" "29" "задов." "-"
"229" "заг. біонеорган. та фізкол. хімії" "тен" "60А-13,1.5х" "б,н" "1999" "2000" "10" "20" "задов." "-"
"230" "заг. біонеорган. та фізкол. хімії" "віскозиметр" "" "скло" "2001" "2001" "10" "19" "задов." "-"
"231" "заг. біонеорган. та фізкол. хімії" "лампа" ""Лівал"" "б,н" "2002" "2002" "10" "18" "задов." "-"
"232" "заг. біонеорган. та фізкол. хімії" "манометри" "" "скло" "2003" "2003" "10" "17" "задов." "-"
"233" "заг. біонеорган. та фізкол. хімії" "віскозиметри" "" "скло" "2003" "2003" "10" "17" "задов." "-"
"233" "заг. біонеорган. та фізкол. хімії" "віскозиметри" "" "скло" "2003" "2003" "10" "17" "задов." "-"
"234" "заг. біонеорган. та фізкол. хімії" "холодильник" ""Апшерон"" "113926" "1981" "1981" "10" "39" "задов." "-"
